Jahr;GKZ;Geschlecht;Vorname;Anzahl
2011;20817;2;Nina;1
2010;20604;2;Stefanie;1
2009;20316;1;Michael;1
2009;20527;1;Sebastian;1
2011;20631;1;Dario;1
2009;20504;2;;1
2012;20905;2;Katja;1
2009;20306;2;Amelie;1
2011;20637;1;Maximilian;1
2014;20923;1;Gabriel;3
2010;20527;1;Samat;1
2012;20201;2;Elisa;1
2009;20702;1;Tobias;2
2011;20201;1;Emin;2
2010;20642;1;Kilian;1
2008;20703;1;Wilhelm;1
2013;20505;2;Magdalena;1
2011;20923;2;Selina;2
2010;20432;1;Benjamin;1
2008;20201;1;Ishak;1
2014;20913;1;Lukas;1
2012;20807;1;Marko;1
2014;20534;2;Amelie;1
2013;20509;2;Pamina;1
2013;20201;1;Marcel;1
2011;21002;2;Elena;2
2012;20702;1;Marijan;1
2008;20101;2;Giulia;1
2011;20602;2;Lilly;2
2008;20901;2;Johanna;3
2014;20201;2;Carla;2
2010;20101;2;Quynh;1
2010;20636;2;Christina;1
2014;20605;2;Sarah;1
2013;20727;2;Lina;1
2009;20424;1;Moritz;1
2012;20441;1;Simon;1
2014;20417;2;Meredith;1
2008;20402;1;Kevin;1
2013;20307;1;Matthias;1
2009;20724;1;Maximilian;1
2008;20527;1;Simon;1
2008;20201;2;Melanie;1
2013;20609;1;Nico;1
2012;20201;2;Jana;2
2014;21003;2;Lea;1
2009;20530;2;Nathalie;1
2012;20201;1;Mathias;1
2009;20520;2;Helen;1
2012;20636;2;Madlen;1
2009;20622;2;Emily;1
2012;20101;2;Eva;2
2008;20509;2;Verena;1
2014;20402;1;Luis;1
2014;20801;2;Helena;3
2006;21010;2;;11
2010;20637;1;Eray;1
2010;20101;1;Ranjot;1
2008;20527;2;Eva;1
2008;20703;1;Fabian;1
2010;20527;2;Bianca;1
2012;20804;1;Leon;1
2011;20101;1;Luis;2
2008;20101;2;Christin;1
2008;20305;1;Thomas;1
2011;20201;2;Leni;2
2011;20101;2;Ella;1
2013;21010;1;Dominik;1
2011;20923;1;Salih;1
2009;20636;2;Nina;1
2009;20725;2;Clara;1
2009;20417;2;Mirela;1
2008;20635;1;Julian;2
2010;20442;1;Matthias;1
2011;20632;1;Matheo;1
2009;20913;1;Christoph;1
2012;20405;1;Jan;1
2009;21002;1;Florian;1
2011;20501;1;Luca;1
2010;20305;1;Luis;1
2012;20923;2;Karla;1
2009;20421;1;Christoph;1
2009;20305;2;Selina;1
2010;20101;1;Adrian;3
2012;20402;1;Maximilian;1
2008;20702;1;Noah;1
2013;20201;2;Safina;1
2014;20644;1;Simon;1
2010;20305;2;Hanna;1
2010;20101;2;Marlene-theres;1
2009;20923;1;Sandro;3
2011;20912;1;Matthias;1
2010;20101;1;Ferdinand;1
2008;20909;2;Johanna;2
2003;21001;2;;7
2009;20702;1;Maximilian;1
2014;20726;1;Matthias;1
2011;20725;2;Elena;2
2011;20720;1;Leon;1
2011;20619;1;Rene;1
2009;20501;2;Katharina;2
2014;20923;2;Lisa;1
2009;20503;1;Marc;1
2010;20803;2;Aileen;1
2008;20101;2;Janja;1
2013;20711;2;Emma;1
2010;20515;1;Thomas;1
2012;20101;2;Matilda;1
2013;20710;1;Alexander;1
2013;20101;2;Madleine;1
2007;20923;1;;112
2014;20101;1;Dominik;1
2009;20913;2;Anila;1
2009;20725;2;Felicitas;1
2014;20923;2;Milena;2
2011;20805;1;Leon;1
2010;20527;2;Liah;1
2008;20630;2;Anna;1
2013;20505;2;Julia;2
2009;20630;1;;1
2012;20913;1;Leo;1
2012;20723;1;Fabian;1
2009;20306;1;Damian;1
2014;20515;1;Nico;1
2008;20635;2;Melissa;1
2011;20724;1;Liam;1
2012;20604;1;Simon;1
2013;20530;2;Alexandra;1
2010;20201;2;Anastasija;1
2013;20711;1;Konstantin;1
2013;20640;2;Jolina;1
2013;20403;2;Ines;1
2006;20633;1;;4
2014;20305;1;Severin;1
2006;20624;2;;6
2009;20417;1;Thomas;1
2008;20519;1;Marius;1
2013;20724;1;Erik;1
2012;20513;2;Zoe;1
2011;20513;2;Lena;1
2009;20414;2;Emmelie;1
2008;21008;1;Julian;1
2012;20527;2;Lisa-sophie;1
2010;21009;1;Georg;1
2012;20101;1;Nick;1
2008;20631;2;Fabienne;1
2010;20912;2;Marie;1
2009;20918;2;Emma;2
2010;20702;1;Lukas;1
2011;20101;2;Felicitas;1
2012;20201;2;Maximilia;1
2011;20201;2;Ella;1
2014;20643;2;Luisa;1
2009;20518;2;Antonia;1
2011;20101;1;Darling;1
2014;20530;1;Thomas;1
2013;20720;2;Valentina;2
2011;20604;1;Leo;1
2012;20101;1;Tiziano;1
2009;20914;1;Jonas;1
2010;20418;1;Moritz;1
2008;20817;2;Leonie;4
2014;20604;1;Joel;1
2009;20101;2;Anastasija;2
2010;20627;2;Nina;1
2012;20201;1;Ivo;1
2011;20923;2;Jana;2
2014;20101;2;Viktoria;2
2012;20630;1;Andre-max;1
2012;20442;1;Maximilian;1
2010;20417;2;Emma;1
2009;20405;1;Marco;1
2011;20634;1;Sebastian;1
2011;20101;1;Linus;1
2008;20523;2;Carolina;1
2010;20201;2;Sina;1
2009;20913;2;Josephina;1
2012;20817;2;Leonie;1
2010;20909;2;Katharina;1
2013;20201;1;Nico;4
2010;20405;1;Matheo;1
2014;20201;2;Nihal;1
2009;20527;1;Matthias;1
2013;20305;2;Anna;1
2013;20635;1;Marcel;1
2010;20502;2;Nina;1
2009;20534;2;Katharina;1
2014;20403;2;Lina;1
2013;20501;1;Leo;1
2012;20912;2;Anika;1
2012;20616;2;Valentina;1
2012;20305;2;Emma;1
2010;20711;2;Hedda;1
2014;20637;1;Martin;1
2013;20201;1;Sascha;1
2007;20201;2;;249
2008;20817;2;Juno;1
2009;20201;2;Jana;2
2013;20721;1;Matthias;1
2008;20808;1;Mario;2
2008;21002;1;Raphael;2
2008;20101;2;Laura;7
2011;20201;2;Aisha;1
2008;20635;1;Jeremia;1
2010;20702;1;Darius;1
2004;20913;2;;56
2011;20101;1;Paul;8
2012;20905;1;Leon;1
2014;20702;2;Lia;1
2012;20806;2;Lena;1
2010;20501;2;Victoria;1
2009;20923;2;Margaretha;1
2011;20635;2;Lia;1
2013;20501;2;Lea;1
2010;20605;1;Luis;1
2010;20608;1;Mathias;1
2006;20643;1;;15
2011;20608;2;Valentina;1
2011;20810;2;Benyapha;1
2011;20518;1;Dominik;1
2009;20101;2;Maya;2
2010;20635;2;Layla;1
2012;20527;1;Franz;1
2012;20923;2;Nina;2
2011;20635;1;Fabian;1
2010;20101;1;Anes;1
2008;20506;2;Lea;1
2014;20101;2;Asmin;1
2011;20635;2;Kiani;1
2014;20620;1;Luis;1
2014;20923;1;Michael;2
2010;20101;1;Ali;1
2010;20608;2;Lena;1
2009;20901;2;Cornelia;1
2008;20710;2;Giulia;1
2010;20409;2;Lilli;1
2010;20416;1;Fabio;1
2011;20534;1;Valentin;1
2011;20428;2;Nina;1
2007;20911;2;;5
2003;20442;1;;9
2010;20527;2;Leah;1
2013;20918;1;Matthias;1
2008;20403;2;Hannah;1
2014;20723;1;Leandro;1
2008;20527;1;Sascha;1
2010;20201;2;Hadijat;1
2014;21002;2;Michelle;1
2009;20425;2;Victoria;1
2003;20520;2;;6
2012;20201;2;Danielle;1
2013;20702;2;Emely;1
2009;20321;1;Julian;1
2013;20643;1;Daniel;1
2011;20442;2;Amadea;1
2009;20501;1;Emil;1
2012;20702;2;Emily;1
2008;20417;2;Tamina;1
2014;20502;2;Isabella;1
2012;20201;2;Hava;1
2011;20711;1;Kilian;1
2010;20101;2;Nuala;1
2006;21004;1;;10
2008;20101;1;Santiago;1
2014;20911;2;Johanna;1
2013;20914;2;Ellena;1
2008;20634;2;Miriam;1
2012;20101;2;Nedine;1
2012;20421;2;Anna;1
2013;20101;2;Avelina;1
2012;20518;1;Elias;1
2013;20923;1;Jonas;4
2008;20201;2;Elisabeth;2
2011;20808;1;Ioan-adrian;1
2009;20424;2;Marie;1
2008;20504;1;Maximilian;1
2011;20725;2;Lisa;1
2014;20812;1;Elias;1
2013;20634;2;Marie-christin;1
2010;20101;1;Mihajlo;1
2012;20101;2;Ajna;1
2010;20634;1;Theo;1
2014;20631;1;Jonathan;1
2004;20622;2;;5
2013;21005;2;Sarah;1
2009;20631;2;Annalena;1
2010;20637;1;Fabian;2
2011;20101;2;Lara;6
2014;20805;2;Tanja;1
2010;20501;2;Marlene;1
2009;20923;1;Noa;1
2010;20405;1;Johannes;1
2010;20627;1;Sebastian;1
2009;20527;1;Walter;1
2014;20905;2;Samantha-phoebe;1
2010;20923;1;Can;1
2012;20201;1;Liam;2
2008;20441;2;Theresa;1
2009;20101;1;Lennart;1
2011;20503;1;Simon;1
2010;20201;2;Michelle;2
2009;20605;2;Janine;1
2009;20512;1;Walter;1
2005;20421;2;;23
2010;20726;1;Emir;1
2013;20305;1;Adam;1
2014;20416;2;Laura;1
2012;20711;2;Matea;1
2014;20720;2;Finja;1
2012;20101;1;Uros;1
2011;20101;1;Damian;1
2012;20511;2;Lea;1
2011;20817;2;Julia;1
2008;20721;2;Melanie;1
2012;20415;1;Matheo;1
2008;20711;1;Tizian;1
2010;20305;2;Anica;1
2011;20807;1;Leon;1
2003;20518;2;;11
2005;20808;1;;14
2014;20914;2;Isabella;1
2011;20635;2;Johanna;3
2012;20602;1;Lukas;2
2008;20305;1;Valentin;1
2012;20635;2;Nora;1
2008;20415;1;Jakob;1
2013;20412;2;Sophie;1
2008;20725;1;Nevio;2
2011;20817;2;Kristin;1
2013;20913;1;Leon;1
2013;20817;2;Zoey;1
2006;20909;1;;17
2013;20923;2;Emma;1
2011;20727;1;Raphael;1
2012;20505;2;Anna;2
2010;21002;2;Katharina;1
2014;20923;1;Amir;1
2013;20803;1;Emilian;1
2014;20806;2;Tabea;1
2013;20725;1;Marvin;1
2011;20201;1;Poyraz;1
2012;20711;1;Milan;1
2009;20808;1;Alexander;1
2012;20726;1;Thomas;1
2008;20724;1;Franz;1
2008;20722;1;Alexander;1
2013;20201;1;Pascal;1
2012;20416;1;Julian;1
2010;20640;2;Elisa;1
2012;20101;1;Danis;1
2009;20534;1;Tameas;1
2008;20101;1;Tristan;2
2011;20534;1;Luca;2
2009;20911;2;Lilli-marie;1
2008;20101;2;Zoey;1
2010;20632;1;Kilian;1
2014;20101;1;Leonardo;2
2008;20201;1;Guliano;1
2012;20813;1;Niklas;1
2007;20611;1;;4
2010;20609;2;Marlena;1
2011;20201;2;Valerie;1
2010;20101;1;Tiberias;1
2005;20633;1;;4
2010;20501;2;Lena;1
2012;20201;1;Nevio;1
2009;21002;1;Dominik;2
2011;20307;1;Samuel;1
2014;20101;2;Sabina;1
2012;20913;1;Thomas;1
2006;20638;1;;4
2011;20101;1;Denny;1
2008;20634;1;Valentin;1
2012;20912;1;Julian;1
2011;20201;1;Sullivan;1
2009;20201;2;Leona;1
2008;20901;2;Laura;1
2009;20534;1;Thomas;2
2010;20504;1;Jonas;1
2008;20923;2;Susannah;1
2013;20513;2;Ronja;1
2014;20441;2;Sofia;1
2011;21009;1;Dominik;1
2008;20918;2;Johanna;1
2010;20101;2;Melisa;1
2008;20316;2;Lena;1
2012;20502;1;Kilian;1
2004;20643;2;;13
2014;20711;1;Benjamin;1
2008;21006;1;Yngve;1
2014;20620;2;Roseanne;1
2014;20817;2;Melissa;1
2012;20634;2;Elena;1
2008;20414;2;Emina;1
2009;21002;2;Jasmin;1
2008;20403;1;Alexsander;1
2011;20719;2;Sara;1
2013;20402;2;Miriam;1
2014;20909;1;Luca;1
2013;20418;1;Keegan;1
2013;20817;2;Selina;2
2011;20101;2;Leah;1
2014;20913;1;Peter;1
2010;20607;1;Luca;1
2012;20201;2;Mia-sophie;1
2012;20630;2;Sarah;1
2009;20201;1;Philipp;3
2009;20101;2;Sara;1
2010;20201;1;Bernd;1
2008;20801;2;Ana;1
2014;20201;2;Sherin;1
2008;20201;1;Tobias;5
2010;20101;2;Simone;1
2009;20305;2;Laura-marie;1
2009;20631;1;Manuel;1
2009;20618;1;Noah;1
2014;20707;1;Finn;1
2003;20624;2;;2
2012;20414;1;Jakob;1
2011;20719;1;Leo;1
2008;20727;1;Oliver;1
2009;20923;2;Elisabeth;1
2009;20201;1;Jean-luca;1
2013;20502;2;Kathleen;1
2013;20801;2;Emma;2
2008;20923;1;Jan;1
2007;20637;2;;7
2012;20635;1;Jonas;4
2014;20635;2;Amelie;1
2014;20101;1;Haris;1
2014;20817;2;Liv;1
2009;20708;2;Lara;1
2012;20201;1;David;2
2010;20901;2;Isabel;1
2008;20720;2;Leonie;1
2010;20635;1;Jonathan;1
2012;20810;1;Moritz;1
2012;20101;2;Harman;1
2014;20635;2;Celine;2
2013;20817;2;Julia;1
2009;20442;2;;1
2013;20726;2;Johanna;1
2008;20723;2;Vanessa;1
2010;20515;1;Julian;2
2003;20305;2;;21
2005;20801;2;;23
2008;20419;2;Maxima;1
2012;20909;2;Emeli;1
2011;20530;2;Jana-lena;1
2010;20512;2;Justine;1
2010;20405;1;Sebastian;1
2008;20505;1;Daniel;1
2010;20305;2;Anika;1
2008;20527;1;David;1
2006;20701;1;;6
2012;20101;2;Ayleen;2
2012;20501;2;Elisa;2
2011;21002;1;Florian;2
2009;21008;1;;1
2008;20719;1;Maximilian;1
2006;20441;2;;4
2014;20923;2;Laura;3
2013;20101;1;Dejan;1
2012;20419;1;Daniel;1
2009;20806;1;Stefan;1
2008;20403;1;Neo;1
2010;20531;2;Sophia;1
2013;20414;1;Arian;1
2009;20101;1;Johannes;6
2006;20513;2;;6
2014;20527;1;Mario;1
2011;20508;2;Lorena;1
2012;20402;2;Valentina;1
2013;20530;2;Rebecca;1
2012;20101;1;Carlo;1
2011;20101;1;Sascha;1
2009;20201;2;Larisa;1
2014;20605;1;Florian;1
2010;20504;2;Anna;1
2013;20632;2;Annalena;1
2010;20608;1;Meinhard;1
2009;21002;1;;4
2012;20531;2;Natalie;1
2012;20305;2;Matilda;1
2009;20632;1;Peter;1
2009;20635;1;Kai;1
2011;20813;2;Melanie;1
2012;21002;1;Kilian;1
2009;20719;1;Nicolas;1
2013;20101;2;Lana;1
2012;20201;1;Leon;6
2012;20725;2;Amina;1
2010;20620;2;Emma;1
2012;20913;1;Patrick;1
2009;21004;2;Julie;1
2013;20815;2;Jasmin;1
2011;20442;1;Sebastian;2
2010;20418;1;Robin;1
2011;20442;2;Melissa;1
2009;20417;1;Christoph;1
2008;20723;1;Raphael;1
2014;20101;1;Levi;2
2010;20608;2;Hannah;1
2014;20501;2;Karin;1
2005;20518;1;;13
2005;20515;1;;20
2011;20635;2;Sarah;1
2008;20418;1;Oliver;1
2014;20640;1;Elias;1
2010;20635;2;Yori;1
2009;20302;1;Fabian;1
2009;21002;1;Luca;1
2009;20505;1;Tobias;1
2010;20724;2;Flora;1
2009;20405;2;Daria;1
2010;20201;2;Ghizlane;1
2009;20639;1;Fabian;1
2008;20416;2;Nevena;1
2011;20913;2;Amalya;1
2003;21003;1;;5
2011;20807;2;Leonie;1
2013;20725;1;Matheo;1
2013;20633;2;Lea;1
2012;20101;2;Emma;3
2011;20101;2;Tarja;1
2013;20101;1;Kevin;3
2008;20414;1;;1
2008;20635;2;Dina;1
2011;20316;2;Anna-lena;1
2009;20508;2;Melissa;1
2004;20810;1;;7
2013;20808;1;Armin;1
2011;20813;1;Jonas;2
2011;20726;2;Kimberly;1
2010;20635;2;Fabienne;1
2014;20804;2;Julia;1
2010;20923;2;Soraya;1
2008;20632;2;Miriam;2
2013;20638;1;Janik;1
2009;20806;2;Selina;1
2011;20720;2;Hannah;1
2009;20923;1;Alessandro;1
2010;20817;1;Luca;1
2008;20101;1;Jakob;4
2013;20727;1;Dominik;1
2011;20316;2;Celina;1
2011;20506;2;Laura;1
2011;20805;1;Jakob;1
2008;20201;2;Alissa;1
2012;20101;2;Helena;6
2013;20803;1;Niko;1
2010;20710;1;David;1
2013;20435;1;Valentin;1
2009;20726;2;Michaelle;1
2011;20101;1;Jannik;1
2009;20710;2;Elena;1
2012;20201;2;Emilia;3
2013;21009;1;Niklas;1
2014;20635;2;Sarah;3
2013;21002;1;Noah;3
2008;20425;1;Marco;1
2012;20710;2;Marie;1
2011;20201;1;Clemond;1
2012;20635;1;Alesio;1
2014;20720;1;Paco-lorenz;1
2010;20101;2;Nina;3
2010;20721;1;Miran;1
2012;20702;2;Emma-lina;1
2014;20101;2;Sarah;5
2012;20636;1;Noah-joel;1
2010;20817;2;Finja;1
2006;20534;2;;11
2011;21002;2;Michelle;3
2010;20101;1;Marcus;1
2009;20643;2;Victoria;1
2010;20201;2;Aline;1
2011;21008;2;Soraya;1
2008;20201;1;Pascal;2
2014;20527;2;Elisa;1
2013;20101;1;Mostafa;1
2008;20418;1;Patrick;1
2011;20527;2;Livia;1
2009;20817;1;Sebastian;1
2011;20101;2;Emel;1
2003;20506;1;;3
2008;20619;2;Zoey;1
2012;20428;2;Rosa;1
2013;20725;2;Viktoria;1
2014;20201;1;Dominik;1
2013;20428;2;Valentina;1
2012;20101;1;Oskar;1
2013;20101;1;Felix;3
2008;20101;2;Anne;1
2013;20101;1;Marius;1
2009;21005;2;Marie;1
2012;20101;2;Mara;3
2008;20502;1;Thomas;1
2013;20101;2;Mona;1
2010;20201;2;Eva;3
2008;20813;1;Lukas;1
2014;20320;2;Laura;1
2010;20306;1;Yanik;1
2008;20402;2;Julia;1
2008;20442;1;Santino;1
2009;20923;1;Pierre;1
2011;20923;1;Luca;1
2013;20501;1;Christoph;1
2014;20639;2;Yvonne;1
2012;20912;1;Simon;1
2009;20442;1;Florian;1
2012;20201;2;Jacqueline;1
2011;20201;1;Ahmad;1
2014;20719;1;Diego;1
2011;20725;1;Nicolas;1
2010;20608;2;Ida;1
2009;20923;2;Ronja;1
2008;20101;1;Adam;1
2011;21002;2;Ylvie;1
2010;20201;1;Angelo;1
2013;20101;2;Annabell;1
2010;20527;2;Leonita;1
2009;20923;1;Marcel;3
2006;20712;1;;8
2014;20201;1;Theodor;2
2012;20405;1;Miro;1
2014;20419;2;Johanna;1
2008;20801;1;Jonas;1
2012;20307;2;Annika;1
2014;20613;2;Hannah;1
2013;20417;2;Anja;1
2014;20643;2;Elena;1
2013;20201;2;Elena;2
2013;20912;1;Luis;1
2013;20101;1;Adjan;1
2012;20201;2;Lea;5
2013;20509;1;Gabriel;1
2008;20627;2;Lena-michelle;1
2013;20505;1;Simon;1
2013;20604;1;Niklas;1
2010;20605;1;Raphael;1
2011;20723;1;Niklas;1
2005;20644;1;;9
2012;20638;1;Kilian;1
2013;20101;2;Emma;7
2009;20402;1;Rene;1
2011;20711;1;Tobias;2
2013;20101;2;Elisabeth;1
2009;21004;1;Manuel;1
2014;20722;1;Paul;1
2013;20101;2;Zoey;2
2013;20101;2;Emily;6
2013;20101;1;Matthias;5
2008;20644;1;Tobias;1
2008;20101;1;Julian;6
2008;20619;2;Jasmin;1
2008;20918;2;Nina;1
2008;20712;2;Anna;1
2011;20503;2;Sophia;1
2011;20620;1;Sebastian;1
2009;21004;1;Raphael;1
2005;20643;1;;7
2009;20534;2;Patrizia;1
2009;20901;1;David;2
2012;20409;2;Isabell;1
2009;20803;2;Valentina;1
2008;20501;2;Lisa-marie;1
2013;20813;2;Lina;1
2011;20435;2;Valerie;1
2010;20642;1;Daniel;1
2014;20712;2;Julia;1
2011;20634;1;Samuel;1
2012;20803;2;Emily;1
2011;20505;1;Niklas;1
2009;20402;2;Ava;1
2009;20419;1;;1
2013;20817;2;Lea;3
2011;20201;1;Nils;2
2010;20635;2;Collien;2
2008;20501;2;;3
2010;20101;1;Alessandro;1
2010;20726;2;Luise;1
2012;20620;2;Helena;2
2011;20611;2;Catalina;1
2013;20527;2;Anna;1
2008;20723;2;Laura;2
2014;20643;2;Emma;1
2013;20643;2;Lisa-marie;1
2011;20402;2;Larissa;1
2009;21001;2;Anna;2
2014;21008;2;Hanna;1
2012;20725;2;Laura;1
2010;20627;1;Fabian;1
2014;20101;1;Alessandro;1
2008;20815;1;Lorenz;1
2014;20520;2;Hanna;1
2012;20817;2;Nina;1
2012;20523;2;Alisa;1
2011;20627;1;Florian;1
2008;20515;2;Antonia;1
2010;20101;1;Karim;1
2006;20643;2;;10
2013;20101;1;Jonas;2
2009;20101;2;Zoe;2
2011;20101;2;Lea;5
2011;21008;1;Martin;1
2009;20633;1;Osman;1
2011;20101;2;Maximiliane;1
2012;20305;2;Magdalena;1
2008;20702;2;Paulina;1
2013;20635;1;Christian;1
2010;20622;2;Marlena;1
2012;20813;2;Hannah;1
2012;20101;2;Fabienne;2
2012;20702;2;Valentina;1
2010;20101;1;Teodor;1
2012;20918;2;Magdalena;1
2010;20911;1;Mathias;1
2012;20613;1;Andre;1
2013;20803;2;Charleen;1
2008;20435;1;Pascal;1
2010;20913;1;Imer;1
2008;20101;1;Kilian;2
2014;20810;2;Helena;1
2013;20604;2;Romy;1
2010;20418;2;Valentina;1
2013;20817;1;Leon;1
2011;20720;1;Romeo;1
2013;20418;2;Jennifer;1
2008;20923;1;Fabio;1
2004;21007;2;;9
2009;20402;1;Matthias;1
2013;20923;1;Ian;1
2010;20425;2;Angelina;1
2010;20725;2;Sophie;1
2009;20635;2;Julia;1
2008;20513;1;Fabian;1
2014;20722;2;Nele;1
2010;20101;2;Sophia;4
2008;20101;1;Christian;3
2014;20201;2;Karla;1
2013;20435;2;Sophie;1
2010;20901;1;Michael;1
2011;20419;2;Maya;1
2014;20923;1;Niksan;1
2010;20101;2;Mira;1
2014;21008;2;Annika;1
2012;20515;2;Julia;1
2010;20923;2;Leonie;2
2008;20307;1;Simeon;1
2011;20527;2;Lara;2
2008;20719;1;Thomas;1
2008;20801;2;Melissa;1
2008;20307;1;Jakob;2
2008;20101;1;Ilijas;1
2009;20527;2;Emima;1
2009;20534;2;Lea;1
2009;20201;1;Maximilian;3
2011;21009;1;Niclas;1
2013;20523;1;Lorenzo;1
2012;20801;1;Janik;1
2010;20912;2;Lena;1
2010;20712;2;Nadine;1
2013;20101;1;Peter;2
2009;20634;1;Fabio;1
2014;20527;1;Noah;1
2008;20101;1;Kevin;1
2009;21002;2;Sarah;3
2014;20701;1;Felix;1
2010;20101;1;Omar;1
2010;20512;2;Enya;1
2010;20101;1;Lukas;7
2011;20425;1;Daniel;2
2014;21002;1;Robert;1
2010;20417;2;Alina;1
2014;20622;2;Vita;1
2012;20909;1;Lukas;1
2011;20635;2;Sara;1
2014;20101;1;Eldin;2
2011;20418;2;Violetta;1
2014;20305;2;Elina;1
2014;20640;1;Samuel;1
2008;20701;1;Niklas;1
2014;20806;2;Anna;1
2014;20637;1;Semi;1
2008;20803;2;Emina;1
2014;20504;1;Theo;1
2008;20803;1;Demian;1
2014;20817;1;Jonas;3
2013;20201;2;Annika;3
2012;20512;1;Elias;1
2010;20616;2;Lena;1
2010;20504;2;Marie;1
2009;20805;1;Albin;1
2008;20501;2;Marie;1
2014;20505;1;Sebastian;2
2012;20644;2;Hanna;1
2011;20725;1;Paulus;1
2011;21009;1;Gabriel;1
2008;20101;1;Marcello;1
2013;20101;2;Inara;1
2013;20432;2;Nina;2
2005;20504;1;;10
2012;20807;1;Julijan;1
2013;20432;2;Julia;1
2009;20412;1;Alexander;2
2009;20720;1;Daniel;1
2014;20635;2;Mara;1
2013;20611;1;Sebastian;1
2009;20414;2;Jasmin;1
2013;20620;1;Luca;1
2013;20534;1;Martin;2
2013;20721;1;Oliver;1
2011;20101;2;Marie-lea;1
2003;20428;1;;5
2013;20501;2;Selina;2
2014;20725;2;Mia;1
2011;20508;1;Simon;2
2011;20635;2;Nataly;1
2013;20608;2;Jana;1
2014;20307;1;David;1
2013;20201;1;Maxim;1
2012;20913;1;Matthias;1
2014;20201;2;Ibtihel;1
2010;20923;1;Elias;2
2009;20505;1;Jonas;2
2009;20813;1;Thomas;1
2011;20642;1;Jonas;2
2012;20201;2;Ena;1
2014;20631;1;Jonas;1
2013;20923;2;Katharina;2
2011;21008;1;Luca;1
2013;20419;1;Lennox;1
2011;20817;1;Fynn;2
2008;20808;2;Jasmin;1
2009;20101;2;Ivana;1
2012;20305;1;Raphael;1
2008;20527;1;Christian;1
2013;20421;1;Peter;1
2011;20201;2;Elisabeth;1
2012;20625;2;Annika;1
2012;20726;2;Marie;2
2009;20602;1;Finn;1
2014;20602;2;Alessa;1
2013;20101;1;Ole;1
2009;20725;1;Luca;2
2012;20620;1;Leo;1
2013;20635;2;Hannah;1
2014;20101;2;Isabella;3
2011;20415;1;Oliver;1
2009;20637;2;Marie;1
2011;20201;2;Kordula;1
2008;20201;2;Samantha;1
2012;20636;2;Valentina;1
2013;20201;1;Oskar;1
2011;21003;1;Ioan;1
2009;20923;1;Tobias;7
2012;20201;1;Raphael;4
2010;20712;2;Jana;1
2009;20432;1;Paul;1
2012;20912;2;Marie;1
2005;20414;2;;9
2014;20201;1;Tian;1
2010;20603;2;Valerie;1
2011;20405;2;Selina;1
2011;21002;2;Lena;1
2013;20806;1;Nico;1
2009;21010;1;Clemens;1
2013;20803;2;Zoe;1
2014;20414;2;Amina;1
2012;20644;1;Louis;1
2009;20912;1;Raphael;1
2010;20101;1;Stefan;5
2009;20602;1;Sebastian;1
2010;20701;2;Sarah;1
2013;20201;2;Anu;1
2012;20201;2;Chiara;1
2008;20635;2;Ina;1
2010;21006;2;Luisa;1
2009;20101;1;Mehmed;1
2012;21001;1;Alexander;1
2009;20725;1;Noa;1
2011;20720;2;Ronja;1
2012;20613;1;Max;1
2010;20806;1;Anton;1
2013;20812;1;Finn;1
2010;20817;1;Jakob;2
2012;20421;2;Selina;1
2013;20801;1;Julian;1
2012;20923;2;Elena;1
2009;20636;1;Pascal;1
2009;20630;2;Michelle;1
2008;20101;1;Marko;2
2009;20719;1;Hektor;1
2011;20101;1;Henry;1
2007;20534;1;;18
2011;20101;2;Shirin;1
2014;20501;1;Julian;1
2010;20515;2;Marie;1
2008;20511;1;Jonas;1
2011;20817;1;Ilija;1
2011;20101;2;Hadisha;1
2007;20722;1;;19
2009;20101;1;Adrian-andre;1
2014;20442;2;Sarah;1
2005;20432;2;;10
2011;20923;2;Sophia;1
2014;20527;2;Giulia;1
2012;20721;1;Paul;1
2012;20534;2;Sophia;1
2012;20405;1;Leon;2
2008;20923;2;Ena;1
2008;20813;1;Dustin;1
2009;20101;2;Yen-lan;1
2013;20513;2;Maria;1
2010;20515;2;Jana;1
2009;20501;2;Bettina;1
2011;20101;1;Jani;1
2011;20501;1;Finlay;1
2003;20414;1;;11
2013;21010;1;Andreas;1
2014;20616;1;Fabian;2
2014;20527;2;Inaya;1
2014;20602;1;Nico;1
2011;20405;1;Tim;1
2013;20901;2;Mia;1
2013;20711;2;Marie;1
2010;20913;1;Jakob;1
2008;20520;2;Johanna;1
2011;20320;2;Jana;1
2010;20101;1;Lennox;1
2011;21009;1;Christian;1
2010;20634;1;Eric;1
2012;20527;2;Zaman;1
2010;20101;2;Sarah;10
2014;20201;1;Hajdin;1
2010;20201;2;Livia;2
2014;20305;2;Isabella-claire;1
2012;20722;2;Emma;1
2011;20808;2;Cheyenne;1
2014;20418;1;Niklas;2
2011;20719;2;Eleonora;1
2014;20201;1;Eris;1
2012;20101;2;Gwinna;1
2009;20425;2;Emilia;1
2010;20405;1;Lovro;1
2012;20502;2;Sophie;1
2011;20201;2;Emilie;1
2008;20402;2;Amelie;1
2010;21002;1;Jonas;1
2006;20627;2;;6
2010;20201;2;Arianna;1
2011;20604;1;Tobias;2
2011;20608;2;Johanna;1
2010;20620;1;Nevio;1
2014;20201;1;Erik;1
2008;20909;2;Petra;1
2012;20101;1;Arijan;1
2010;20101;2;Mali;1
2013;20101;2;R?kiye;1
2012;20101;2;Emelie;1
2013;20637;1;Tobias;1
